goodsID,goodsCode,leFoxID,chineseBrandName,englishBrandName,goodsName,goodsSubName,backstageCategory,price,originalPrice,costPrice,buyPrice,lowestPrice,lowestPriceText,stock,onSale,purchaseTypeId,purchaseModeType,timestamp,source
694cc277f52aff00011239ba,20110725,4871944,馥绿德雅,RENE FURTERER,三相固发育发精华液【防掉发安瓶】,5.5ml*8,个护家清-美发护发-护发,338,285.0,285.0,240,,,9999,True,0,,,hair
694cc2739cc20b00019bd9df,20110672,4871830,卡诗,KERASTASE,赋源芯丝头皮防脱精华液,90ml,个护家清-美发护发-护发,285,397.0,397.0,285,,,9999,True,0,,,hair
694cc2545b103b0001abde42,20110008,4871211,卡诗,KERASTASE,黑钻钥源发膜,200ml,个护家清-美发护发-护发,314,439.0,439.0,310,,,9999,True,0,,,hair
694cc2385b103b0001abd8ab,20109400,4870657,艾梵达,Aveda,植萃菁纯洗发露,250ml,个护家清-美发护发-护发,136,161.0,161.0,136,,,9999,True,0,,,hair
694cc2005b103b0001abcf79,20108403,4869555,卡诗,KERASTASE,新防脱发喷雾,125ml,个护家清-美发护发-护发,280,373.0,373.0,280,,,9999,True,0,,,hair
694cc25256e4f1000101a851,20109956,4871156,雅诗兰黛,ESTÉE LAUDER,第七代小棕瓶精华双支装 修护淡纹,100ml*2,美妆护肤-面部护肤-精华,2418,1359.0,1359.0,1199,1080.0,买6件 低至￥1080/件,9999,True,0,,,serum
694cc2469cc20b00019bd0c9,20109958,4870997,雅诗兰黛,ESTÉE LAUDER,第七代小棕瓶精华 修护淡纹,100ml,美妆护肤-面部护肤-精华,1345,1344.0,1344.0,699,,,9999,True,0,,,serum
694cc2539cc20b00019bd310,20109957,4871190,雅诗兰黛,ESTÉE LAUDER,第七代小棕瓶精华 修护淡纹,50ml,美妆护肤-面部护肤-精华,473,840.0,840.0,450,,,9999,True,0,,,serum
694cc3dc5b103b0001df3a78,20118066,4879002,娇韵诗,CLARINS,透亮焕白淡斑匀净专研精华,50ml,美妆护肤-面部护肤-精华,885,856.0,856.0,885,797.0,买7件 低至￥797/件,9999,True,0,,,serum
694cc1f15b103b0001abcdb2,20108092,4869286,伊丽莎白雅顿,Elizabeth Arden,金胶精华油次抛胶囊维稳精华神经酰胺套组 约180粒,14ml*6,美妆护肤-面部护肤-精华,854,1275.0,1275.0,683,,,9999,True,0,,,serum
694cc3889cc20b00019c08df,20116173,4877316,娇韵诗,CLARINS,双萃焕活修护精华,50ml,美妆护肤-面部护肤-精华,855,900.0,900.0,855,,,9999,True,0,,,serum
694cc27f5b103b0001abe4e0,20110851,4872124,伊丽莎白雅顿,Elizabeth Arden,180粒【二代粉胶】次抛A醇精华套组,42ml*2 约180粒,美妆护肤-面部护肤-精华,1025,1375.0,1375.0,765,689.0,买8件 低至￥689/件,9999,True,0,,,serum
694cc245f52aff0001123183,20109777,4870963,馥蕾诗,FRESH,玫瑰润泽密集保湿双萃精华,100ml,美妆护肤-面部护肤-精华,350,468.0,468.0,245,,,9999,True,0,,,serum
694cc37656e4f1000101db1f,20115926,4876895,娇韵诗,CLARINS,双萃焕活修护精华,100ml,美妆护肤-面部护肤-精华,1500,,1500.0,898,,,9999,True,0,,,serum
694cc3ebf52aff0001127570,20118312,4879249,莱珀妮,LA PRAIRIE,鱼子精华琼贵新升紧颜液3.0,50ml,美妆护肤-面部护肤-精华,3345,,3345.0,2400,,,9999,True,0,,,serum
694cc3c8f52aff0001126fa6,20117554,4878530,资生堂,SHISEIDO,红妍肌活精华露,100ml,美妆护肤-面部护肤-精华,764,1228.0,1228.0,659,,,9999,True,0,,,serum
694cc3c65b103b0001df35b8,20117736,4878504,倩碧,CLINIQUE,【302光子镭射瓶】美白祛斑精华露双支装套装,100ml*2,美妆护肤-面部护肤-精华,2238,2237.0,2237.0,1158,1043.0,买6件 低至￥1043/件,9999,True,0,,,serum
694cc3d29cc20b00019c146a,20118069,4878767,娇韵诗,CLARINS,双萃焕活修护精华-轻盈版,50ml,美妆护肤-面部护肤-精华,900,855.0,855.0,900,,,9999,True,0,,,serum
694cc35df52aff0001125d3a,20115560,4876412,海蓝之谜,LA MER,焕活保湿喷雾,100ml,美妆护肤-面部护肤-精华,570,690.0,690.0,570,,,9999,True,0,,,serum
698b39ec4e0c690001ded9ef,20163999,5160318,雅诗兰黛,ESTÉE LAUDER, 智妍胶原精华,50ml,美妆护肤-面部护肤-精华,1173,,1173.0,1173,1056.0,买6件 低至￥1056/件,9999,True,0,,,serum
694cc26b9cc20b00019bd7fd,20110386,4871666,雅漾,AVENE,恒润保湿精华液,200ml,美妆护肤-面部护肤-精华,117,171.0,171.0,95,,,9999,True,0,,,serum
694cc29f56e4f1000101b6e4,20111483,4872708,黛珂,DECORTÉ,肌源修护精华液双支装,100ml*2,美妆护肤-面部护肤-精华,1790,1793.0,1793.0,1790,1611.0,买4件 低至￥1611/件,9999,True,0,,,serum
694cc2ae56e4f1000101b887,20111982,4873024,雅诗兰黛,ESTÉE LAUDER,白金级蕴能黑钻光璨肌活精华液 黑钻松露精华 ,30ml,美妆护肤-面部护肤-精华,1247,,1247.0,1040,936.0,买6件 低至￥936/件,9999,True,0,,,serum
694cc39e9cc20b00019c0c2d,20116589,4877731,伊丽莎白雅顿,Elizabeth Arden,90粒【二代粉胶】时空焕活淡纹紧致胶囊精华液 ,42ml,美妆护肤-面部护肤-精华,578,763.0,763.0,432,,,9999,True,0,,,serum
694cc31d56e4f1000101c9f1,20114263,4875222,海蓝之谜,LA MER,焕活精华油,30ml,美妆护肤-面部护肤-精华,1510,2258.0,2258.0,1359,1224.0,买5件 低至￥1224/件,9999,True,0,,,serum
694cc40e5b103b0001df4437,20119244,4880026,海蓝之谜,LA MER,夜间焕肤精华油,30ml,美妆护肤-面部护肤-精华,2200,2300.0,2300.0,1725,1553.0,买4件 低至￥1553/件,9999,True,0,,,serum
694cc3ef5b103b0001df3f27,20118342,4879347,雪花秀,Sulwhasoo,第六代润致焕活肌底精华液,120ml,美妆护肤-面部护肤-精华,627,,627.0,627,,,9999,True,0,,,serum
694cc2965b103b0001abe925,20111482,4872548,黛珂,DECORTÉ,肌源修护精华液,100ml,美妆护肤-面部护肤-精华,736,995.0,995.0,736,,,9999,True,0,,,serum
69dda8fb95777300010b0e8c,20203250,5340686,莱珀妮,LA PRAIRIE,纯皙紧致聚光微囊精华液,30ml,美妆护肤-面部护肤-精华,3200,622.0,622.0,2800,2520.0,买3件 低至￥2520/件,9999,True,0,,,serum
694cc3d95b103b0001df39c8,20118074,4878928,娇韵诗,CLARINS,双萃焕活修护精华-轻盈版,100ml,美妆护肤-面部护肤-精华,1500,1425.0,1425.0,1500,,,9999,True,0,,,serum
694cc32a9cc20b00019bfa1a,20114262,4875417,海蓝之谜,LA MER,提升紧致精华露,30ml,美妆护肤-面部护肤-精华,2700,2797.0,2797.0,1728,1556.0,买4件 低至￥1556/件,9999,True,0,,,serum
694cc34df52aff0001125b7f,20115210,4876139,雅漾,AVENE,恒润肌活保湿精华露,30ml,美妆护肤-面部护肤-精华,132,221.0,221.0,90,,,9999,True,0,,,serum
694cc2285b103b0001abd5c5,20109147,4870374,肌肤之钥,CLE DE PEAU BEAUTE,沁肌调理精华露,170ml,美妆护肤-面部护肤-精华,479,637.0,637.0,479,,,9999,True,0,,,serum
694cc36056e4f1000101d6d2,20115390,4876477,海蓝之谜,LA MER,沁润型精华凝霜,60ml,美妆护肤-面部护肤-精华,2875,2993.0,2993.0,1796,1617.0,买4件 低至￥1617/件,9999,True,0,,,serum
694cc3365b103b0001df2148,20114617,4875702,倩碧,CLINIQUE,智慧专研修护精华,50ml,美妆护肤-面部护肤-精华,612,456.0,456.0,612,,,9999,True,0,,,serum
694cc3785b103b0001df2b32,20115949,4876930,伊丽莎白雅顿,Elizabeth Arden,90粒【轻感金胶】时空焕活清透修护胶囊精华液,42ml  约90粒,美妆护肤-面部护肤-精华,545,726.0,726.0,545,,,9999,True,0,,,serum
694cc27356e4f1000101adff,20110611,4871849,伊丽莎白雅顿,Elizabeth Arden,新铂粹御肤精华,50ml,美妆护肤-面部护肤-精华,674,903.0,903.0,674,,,9999,True,0,,,serum
694cc2e4f52aff0001124b1b,20113122,4874097,莱珀妮,LA PRAIRIE,臻爱铂金尊宠夜间精华露,20ml,美妆护肤-面部护肤-精华,6648,,6648.0,5800,5220.0,买2件 低至￥5220/件,9999,True,0,,,serum
694cc3e25b103b0001df3b8a,20118089,4879071,兰芝,LANEIGE,神经酰胺胜肽微精华水,170ml,美妆护肤-面部护肤-精华,95,145.0,145.0,95,,,9999,True,0,,,serum
694cc37556e4f1000101daf5,20115947,4876886,伊丽莎白雅顿,Elizabeth Arden,60粒【二代粉胶】时空焕活淡纹紧致胶囊精华液,28ml,美妆护肤-面部护肤-精华,437,598.0,598.0,437,,,9999,True,0,,,serum
694cc33956e4f1000101cf12,20114858,4875767,馥蕾诗,FRESH,古源传奇面部精华油,30ml,美妆护肤-面部护肤-精华,1290,1800.0,1800.0,1290,1161.0,买5件 低至￥1161/件,9999,True,0,,,serum
694cc40ff52aff0001127b47,20119103,4880035,伊丽莎白雅顿,Elizabeth Arden,【水润嘭嘭胶】90粒 时空焕活水润充盈胶囊精华液,42ml,美妆护肤-面部护肤-精华,566,763.0,763.0,423,,,9999,True,0,,,serum
698b39f64e0c690001dedb8f,20163963,5160902,莱珀妮,LA PRAIRIE,纯皙紧致聚光奢润精萃液,20ml,美妆护肤-面部护肤-精华,2450,564.0,564.0,2400,2160.0,买3件 低至￥2160/件,9999,True,0,,,serum
694cc3ed9cc20b00019c17ff,20118231,4879308,倩碧,CLINIQUE,【水磁场水光瓶】水嫩焕肤精华 ,30ml,美妆护肤-面部护肤-精华,348,410.0,410.0,348,,,9999,True,0,,,serum
694cc3525b103b0001df26bf,20115391,4876244,海蓝之谜,LA MER,沁润型精华凝霜,30ml,美妆护肤-面部护肤-精华,1187,1083.0,1083.0,1187,1069.0,买6件 低至￥1069/件,9999,True,0,,,serum
694cc29556e4f1000101b548,20111481,4872539,黛珂,DECORTÉ,肌源修护精华液,75ml,美妆护肤-面部护肤-精华,595,824.0,824.0,595,,,9999,True,0,,,serum
694cc4039cc20b00019c1aef,20118778,4879752,资生堂,SHISEIDO,盼丽风姿智感抚纹精华液,30ml,美妆护肤-面部护肤-精华,436,580.0,580.0,436,,,9999,True,0,,,serum
694cc25756e4f1000101a8ae,20110243,4871268,雅诗兰黛,ESTÉE LAUDER,白金级花菁萃紧颜精华蜜露 高端冻龄 淡褪纹路 色提因,30ml,美妆护肤-面部护肤-精华,1993,2814.0,2814.0,1893,1704.0,买4件 低至￥1704/件,9999,True,0,,,serum
694cc2e1f52aff0001124a62,20113116,4874027,莱珀妮,LA PRAIRIE,臻爱铂金尊宠精华露,30ml,美妆护肤-面部护肤-精华,6648,9845.0,9845.0,5900,5310.0,买2件 低至￥5310/件,9999,True,0,,,serum
694cc36656e4f1000101d8a4,20115568,4876614,莱珀妮,LA PRAIRIE,臻爱铂金尊宠焕颜精粹露,115ml,美妆护肤-面部护肤-精华,3669,5345.0,5345.0,3000,2700.0,买2件 低至￥2700/件,9999,True,0,,,serum
694cc41d56e4f1000101f8a2,20119301,4880263,伊丽莎白雅顿,Elizabeth Arden,【水润嘭嘭胶】30粒 时空焕活水润充盈胶囊精华液,14ml,美妆护肤-面部护肤-精华,240,218.0,218.0,179,,,9999,True,0,,,serum
694cc3b356e4f1000101e793,20117167,4878128,悦木之源,ORIGINS,咖啡因焕亮精华,30ml,美妆护肤-面部护肤-精华,323,382.0,382.0,323,,,9999,True,0,,,serum
6972e7e65bac8d00015082f1,20119300,5039688,伊丽莎白雅顿,Elizabeth Arden,【水润嘭嘭胶】60粒 时空焕活水润充盈胶囊精华液,28ml,美妆护肤-面部护肤-精华,444,598.0,598.0,331,,,9999,True,0,,,serum
694cc3cf56e4f1000101eb2f,20117737,4878690,海蓝之谜,LA MER,浓缩修护精华膏,50ml,美妆护肤-面部护肤-精华,4418,4186.0,4186.0,2920,2628.0,买3件 低至￥2628/件,9999,True,0,,,serum
